mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.45792717933654786,0.05681416070908144,0.017537736892700197,0.00364308959674191,2.0,100,"{'max_depth': 2, 'n_estimators': 100}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
2.2876569271087646,0.3804110148557618,0.08821024894714355,0.05788474915819218,2.0,500,"{'max_depth': 2, 'n_estimators': 500}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
4.696260547637939,0.5289969232212175,0.12564263343811036,0.014918877387037078,2.0,1000,"{'max_depth': 2, 'n_estimators': 1000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
8.624031734466552,0.8042585324423526,0.22705998420715331,0.018855190772842773,2.0,2000,"{'max_depth': 2, 'n_estimators': 2000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.7150778770446777,0.1253448394393185,0.018138742446899413,0.0032541970631587017,5.0,100,"{'max_depth': 5, 'n_estimators': 100}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
2.9154021739959717,0.1454736832427956,0.07659516334533692,0.008433452238213884,5.0,500,"{'max_depth': 5, 'n_estimators': 500}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
5.919281053543091,0.33243523683767173,0.14320049285888672,0.008220357358634254,5.0,1000,"{'max_depth': 5, 'n_estimators': 1000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
11.905075454711914,0.6865685503669342,0.29117021560668943,0.022476623575343017,5.0,2000,"{'max_depth': 5, 'n_estimators': 2000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.10914527784699726,0.11188636929977573,0.10936721474838067,0.10936721474838067,0.10936721474838067,0.109826658278383,0.0010334363894991421
0.8734911441802978,0.029018276801317706,0.022426795959472657,0.0011816078698540949,10.0,100,"{'max_depth': 10, 'n_estimators': 100}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.26239720907052083,0.22775978071268377,0.2700548081714001,0.23642252117588441,0.27752864972595914,0.2548325937712897,0.019369657465428205
4.356443691253662,0.19805106294111502,0.10666756629943848,0.0072251903097524635,10.0,500,"{'max_depth': 10, 'n_estimators': 500}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.23997009718415152,0.23897333665586842,0.24389636273044346,0.24389636273044346,0.23642252117588441,0.24063173609535826,0.0029058946684647636
8.591373920440674,0.3125582476761861,0.20655832290649415,0.0247826816383558,10.0,1000,"{'max_depth': 10, 'n_estimators': 1000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.23997009718415152,0.24644904061799153,0.25884404583956155,0.24763328350772296,0.24015944195316394,0.24661118182051828,0.006876669196643722
17.774643182754517,0.697280051690876,0.3913015842437744,0.030147004748665707,10.0,2000,"{'max_depth': 10, 'n_estimators': 2000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,0.23997009718415152,0.2501868925990531,0.24389636273044346,0.2513702042850025,0.24015944195316394,0.2451165997503629,0.0048448801785446974
1.0145068168640137,0.020208294729074625,0.025591707229614256,0.0012834017555238492,,100,"{'max_depth': None, 'n_estimators': 100}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,1.323947171692001,1.3229504111637178,1.3238664673642253,1.3238664673642253,1.3238664673642253,1.3236993969896789,0.0003757950507270353
5.162483644485474,0.13942725456414792,0.11774592399597168,0.0038219931730871103,,500,"{'max_depth': None, 'n_estimators': 500}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,1.323947171692001,1.3229504111637178,1.3238664673642253,1.3238664673642253,1.3238664673642253,1.3236993969896789,0.0003757950507270353
10.381854248046874,0.38513884694666983,0.23963665962219238,0.013865517595793493,,1000,"{'max_depth': None, 'n_estimators': 1000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,1.323947171692001,1.3229504111637178,1.3238664673642253,1.3238664673642253,1.3238664673642253,1.3236993969896789,0.0003757950507270353
16.353987312316896,1.0385111517070644,0.3124342918395996,0.03264211009793125,,2000,"{'max_depth': None, 'n_estimators': 2000}",0.11254980079681275,0.10159362549800798,0.11166500498504486,0.11166500498504486,0.11166500498504486,0.10982768824999105,0.004131268194535078,1,1.323947171692001,1.3229504111637178,1.3238664673642253,1.3238664673642253,1.3238664673642253,1.3236993969896789,0.0003757950507270353
